No,Nama Akun,Link Post,Tipe Post,Tanggal,Durasi,View,Like,Comment,Saved,Share,Kategori,Tipe Konten,Sub Tipe Konten,Jumlah Foto
664,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7150536570427215131?is_from_webapp=1&sender_device=pc,Video,4-Oct-2022,0:00:50,277,51,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
684,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7090741721071471898?is_from_webapp=1&sender_device=pc,Video,26-Apr-2022,0:00:30,255,14,4,0,16,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
701,usakti_library,https://www.tiktok.com/@usakti_library/video/7411476950792867077?is_from_webapp=1&sender_device=pc,Video,6-Sep-2024,0:00:22,4661,274,0,6,0,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
705,usakti_library,https://www.tiktok.com/@usakti_library/video/7406284525145263366?is_from_webapp=1&sender_device=pc,Video,23-Aug-2024,0:00:16,626,18,0,0,1,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
732,usakti_library,https://www.tiktok.com/@usakti_library/video/7281465105823354118?is_from_webapp=1&sender_device=pc,Video,22-Sep-2023,0:00:17,275,1,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
733,usakti_library,https://www.tiktok.com/@usakti_library/video/7281464571297123589?is_from_webapp=1&sender_device=pc,Video,22-Sep-2023,0:00:17,301,2,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
734,usakti_library,https://www.tiktok.com/@usakti_library/video/7281464257902890245?is_from_webapp=1&sender_device=pc,Video,22-Sep-2023,0:00:17,289,4,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
735,usakti_library,https://www.tiktok.com/@usakti_library/video/7281463948912758022?is_from_webapp=1&sender_device=pc,Video,22-Sep-2023,0:00:17,312,1,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
736,usakti_library,https://www.tiktok.com/@usakti_library/video/7281463605562772741?is_from_webapp=1&sender_device=pc,Video,22-Sep-2023,0:00:17,290,1,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
737,usakti_library,https://www.tiktok.com/@usakti_library/video/7281462464296881413?is_from_webapp=1&sender_device=pc,Video,22-Sep-2023,0:00:17,248,1,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
738,ui_library,https://www.tiktok.com/@ui_library/video/7428098390195522824?is_from_webapp=1&sender_device=pc,Video,21-Oct-2024,0:02:28,70,0,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
746,ui_library,https://www.tiktok.com/@ui_library/video/7361271784261324038?is_from_webapp=1&sender_device=pc,Video,24-Apr-2024,0:00:52,1230,29,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
757,ui_library,https://www.tiktok.com/@ui_library/video/7205058039030811931?is_from_webapp=1&sender_device=pc,Video,28-Feb-2023,0:00:26,1176,28,1,4,2,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
759,ui_library,https://www.tiktok.com/@ui_library/video/7197309858037730586?is_from_webapp=1&sender_device=pc,Video,7-Feb-2023,0:02:42,330,2,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
764,ui_library,https://www.tiktok.com/@ui_library/video/7064140555801857306?is_from_webapp=1&sender_device=pc,Video,13-Feb-2022,0:00:56,857,10,1,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
771,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7446598606557072645?is_from_webapp=1&sender_device=pc,Video,10-Dec-2024,0:00:42,114,7,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
780,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7436314860474010887?is_from_webapp=1&sender_device=pc,Video,12-Nov-2024,0:00:30,318,7,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
781,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7436314065510747399?is_from_webapp=1&sender_device=pc,Video,12-Nov-2024,0:00:58,166,4,0,0,0,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
786,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7428516293268999430?is_from_webapp=1&sender_device=pc,Video,22-Oct-2024,0:00:38,274,9,0,0,0,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
787,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7428515386607275269?is_from_webapp=1&sender_device=pc,Video,22-Oct-2024,0:00:50,180,4,0,0,0,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
788,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7428514395522698502?is_from_webapp=1&sender_device=pc,Video,22-Oct-2024,0:00:30,287,8,0,0,0,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
790,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7425891753896578309?is_from_webapp=1&sender_device=pc,Video,15-Oct-2024,0:00:49,792,27,0,0,1,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
797,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7415572558734478597?is_from_webapp=1&sender_device=pc,Video,17-Sep-2024,0:00:26,322,7,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
799,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7414093251910716677?is_from_webapp=1&sender_device=pc,Video,13-Sep-2024,0:00:20,668,7,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
803,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7405808679494241552?is_from_webapp=1&sender_device=pc,Video,22-Aug-2024,0:00:27,718,19,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
804,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7405411393291275538?is_from_webapp=1&sender_device=pc,Video,21-Aug-2024,0:00:30,395,6,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
806,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7403206614460796178?is_from_webapp=1&sender_device=pc,Video,15-Aug-2024,0:03:36,44,2,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
807,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7403206148846800146?is_from_webapp=1&sender_device=pc,Video,15-Aug-2024,0:02:55,41,2,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
810,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7386954195615763713?is_from_webapp=1&sender_device=pc,Video,2-Jul-2024,0:00:17,466,6,0,1,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
811,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7378784593853320464?is_from_webapp=1&sender_device=pc,Video,10-Jun-2024,0:00:29,817,16,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
815,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7359103589622631686?is_from_webapp=1&sender_device=pc,Video,18-Apr-2024,0:00:29,911,46,1,1,0,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
819,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7351217686828944646?is_from_webapp=1&sender_device=pc,Video,28-Mar-2024,0:00:09,763,9,0,0,0,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
820,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7350125410711129350?is_from_webapp=1&sender_device=pc,Video,25-Mar-2024,0:00:09,359,7,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
827,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7300055287459843333?is_from_webapp=1&sender_device=pc,Video,11-Nov-2023,0:01:01,1071,22,0,1,2,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
828,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7300040606066298118?is_from_webapp=1&sender_device=pc,Video,11-Nov-2023,0:01:05,214,11,0,2,0,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
829,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7288141692786543878?is_from_webapp=1&sender_device=pc,Video,10-Oct-2023,0:01:22,144,4,0,0,5,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
831,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7270802425731206402?is_from_webapp=1&sender_device=pc,Video,24-Aug-2023,0:01:17,630,14,0,0,1,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
855,usulibrary,https://www.tiktok.com/@usulibrary/video/7409868196162850053?is_from_webapp=1&sender_device=pc,Video,2-Sep-2024,0:03:16,471,25,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
865,usulibrary,https://www.tiktok.com/@usulibrary/video/7311180988904770822?is_from_webapp=1&sender_device=pc,Video,11-Dec-2023,0:02:32,149,3,0,0,2,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
872,usulibrary,https://www.tiktok.com/@usulibrary/video/7194292493997903130?is_from_webapp=1&sender_device=pc,Video,30-Jan-2023,0:03:02,2243,50,0,2,1,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
873,usulibrary,https://www.tiktok.com/@usulibrary/video/7163849573230742811?is_from_webapp=1&sender_device=pc,Video,9-Nov-2022,0:02:40,551,3,0,0,1,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
875,perpusums,https://www.tiktok.com/@perpusums/video/7432496368800910608?is_from_webapp=1&sender_device=pc,Video,2-Nov-2024,0:00:20,971,23,0,0,5,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
876,perpusums,https://www.tiktok.com/@perpusums/video/7430649047767207173?is_from_webapp=1&sender_device=pc,Video,28-Oct-2024,0:00:35,415,13,2,1,5,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
878,perpusums,https://www.tiktok.com/@perpusums/video/7414354302338075909?is_from_webapp=1&sender_device=pc,Video,14-Sep-2024,0:00:24,1649,28,2,2,1,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
879,perpusums,https://www.tiktok.com/@perpusums/video/7408093369630608646?is_from_webapp=1&sender_device=pc,Video,28-Aug-2024,0:00:28,774,24,1,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
882,perpusums,https://www.tiktok.com/@perpusums/video/7319728516625419525?is_from_webapp=1&sender_device=pc,Video,3-Jan-2024,0:00:24,881,12,0,2,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
884,perpusums,https://www.tiktok.com/@perpusums/video/7301984207314717957?is_from_webapp=1&sender_device=pc,Video,16-Nov-2023,0:00:28,4843,92,0,6,3,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
895,perpusums,https://www.tiktok.com/@perpusums/video/7179121155377253637?is_from_webapp=1&sender_device=pc,Video,20-Dec-2022,0:00:20,468,12,0,0,0,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
896,perpusums,https://www.tiktok.com/@perpusums/video/7176199750553963802?is_from_webapp=1&sender_device=pc,Video,12-Dec-2022,0:00:16,594,6,0,0,0,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
899,perpusums,https://www.tiktok.com/@perpusums/video/7160311535368260891?is_from_webapp=1&sender_device=pc,Video,30-Oct-2022,0:00:35,1036,23,1,1,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
900,perpusums,https://www.tiktok.com/@perpusums/video/7159773934412369178?is_from_webapp=1&sender_device=pc,Video,29-Oct-2022,0:01:32,2059,42,0,0,1,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
907,perpusums,https://www.tiktok.com/@perpusums/video/7119280339117182234?is_from_webapp=1&sender_device=pc,Video,12-Jul-2022,0:00:30,276,7,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
916,perpusums,https://www.tiktok.com/@perpusums/video/7085597674690415899?is_from_webapp=1&sender_device=pc,Video,12-Apr-2022,0:00:44,135,9,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
932,uncenlibrary,https://www.tiktok.com/@uncenlibrary/photo/7435163105237142791?is_from_webapp=1&sender_device=pc,Foto,9-Nov-2024,0:00:00,629,3,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,1
938,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7426179295778786566?is_from_webapp=1&sender_device=pc,Video,16-Oct-2024,0:00:24,24,4,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
940,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7426156371634162949?is_from_webapp=1&sender_device=pc,Video,16-Oct-2024,0:00:14,24,6,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
941,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7426155984311094534?is_from_webapp=1&sender_device=pc,Video,16-Oct-2024,0:00:14,9,3,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
942,uncenlibrary,https://www.tiktok.com/@uncenlibrary/photo/7425825265558899974?is_from_webapp=1&sender_device=pc,Foto,15-Oct-2024,0:00:00,399,6,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,4
945,uncenlibrary,https://www.tiktok.com/@uncenlibrary/photo/7398396043672554757?is_from_webapp=1&sender_device=pc,Foto,2-Aug-2024,0:00:00,246,1,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,4
947,uncenlibrary,https://www.tiktok.com/@uncenlibrary/photo/7396215217392340230?is_from_webapp=1&sender_device=pc,Foto,27-Jul-2024,0:00:00,568,7,0,2,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,5
954,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7363115454434479365?is_from_webapp=1&sender_device=pc,Video,29-Apr-2024,0:02:30,299,13,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
955,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7361759599852064006?is_from_webapp=1&sender_device=pc,Video,25-Apr-2024,0:01:40,796,16,3,0,4,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
956,uncenlibrary,https://www.tiktok.com/@uncenlibrary/photo/7361732969511390470?is_from_webapp=1&sender_device=pc,Foto,25-Apr-2024,0:00:00,605,15,0,1,1,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,10
958,uncenlibrary,https://www.tiktok.com/@uncenlibrary/photo/7361664384201952518?is_from_webapp=1&sender_device=pc,Foto,25-Apr-2024,0:00:00,783,23,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,5
960,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7359068640710298885?is_from_webapp=1&sender_device=pc,Video,18-Apr-2024,0:00:13,350,17,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
971,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7332788076680449285?is_from_webapp=1&sender_device=pc,Video,7-Feb-2024,0:02:24,153,14,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
974,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7332730951929236742?is_from_webapp=1&sender_device=pc,Video,7-Feb-2024,0:00:19,153,7,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
982,perpustakaanuaa,https://www.tiktok.com/@perpustakaanuaa/video/7412964214035336454?is_from_webapp=1&sender_device=pc,Video,10-Sep-2024,0:00:26,1435,106,0,0,2,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
994,perpustakaanuaa,https://www.tiktok.com/@perpustakaanuaa/video/7275200831824153861?is_from_webapp=1&sender_device=pc,Video,5-Sep-2023,0:00:15,2000,20,2,0,1,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
1011,perpustakaan.pnm,https://www.tiktok.com/@perpustakaan.pnm/video/7419680104168606981?is_from_webapp=1&sender_device=pc,Video,28-Sep-2024,0:00:25,116,2,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
1016,perpustakaan.pnm,https://www.tiktok.com/@perpustakaan.pnm/video/7405550357998275845?is_from_webapp=1&sender_device=pc,Video,21-Aug-2024,0:00:20,477,7,0,0,0,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
1018,perpustakaan.pnm,https://www.tiktok.com/@perpustakaan.pnm/video/7399536931928837381?is_from_webapp=1&sender_device=pc,Video,5-Aug-2024,0:00:20,100,1,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
1023,perpustakaan.pnm,https://www.tiktok.com/@perpustakaan.pnm/video/7375894136634789125?is_from_webapp=1&sender_device=pc,Video,2-Jun-2024,0:00:13,10900,15,0,0,0,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
1029,perpustakaan.pnm,https://www.tiktok.com/@perpustakaan.pnm/video/7319824002606828806?is_from_webapp=1&sender_device=pc,Video,3-Jan-2024,0:02:06,4,2,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
1032,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/photo/7439726814169255223?is_from_webapp=1&sender_device=pc,Foto,21-Nov-2024,0:00:00,765,6,0,1,1,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,1
1034,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/video/7434043982998539527?is_from_webapp=1&sender_device=pc,Video,6-Nov-2024,0:00:19,861,10,0,1,1,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
1043,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/video/7422540068847455494?is_from_webapp=1&sender_device=pc,Video,6-Oct-2024,0:01:19,634,4,0,0,1,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
1044,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/photo/7422215248213478662?is_from_webapp=1&sender_device=pc,Foto,5-Oct-2024,0:00:00,727,5,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,3
1045,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/photo/7415529970476256518?is_from_webapp=1&sender_device=pc,Foto,17-Sep-2024,0:00:00,359,4,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,4
1053,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/photo/7406151330919648518?is_from_webapp=1&sender_device=pc,Foto,23-Aug-2024,0:00:00,675,5,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,4
1054,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/video/7406150229419904263?is_from_webapp=1&sender_device=pc,Video,23-Aug-2024,0:00:30,400,2,0,0,0,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
1059,perpustakaan_uma,https://www.tiktok.com/@perpustakaan_uma/video/7402158845461613830?is_from_webapp=1&sender_device=pc,Video,12-Aug-2024,0:01:49,223,26,1,1,6,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
1062,perpustakaan_uma,https://www.tiktok.com/@perpustakaan_uma/video/7387245510664703237?is_from_webapp=1&sender_device=pc,Video,3-Jul-2024,0:01:29,780,1,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
1063,perpustakaan_uma,https://www.tiktok.com/@perpustakaan_uma/video/7381696974732479750?is_from_webapp=1&sender_device=pc,Video,18-Jun-2024,0:00:59,894,5,1,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
1067,perpustakaan_uma,https://www.tiktok.com/@perpustakaan_uma/video/7275229167799536902?is_from_webapp=1&sender_device=pc,Video,5-Sep-2023,0:00:32,635,11,1,1,3,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
1080,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/photo/7422879696058060038?is_from_webapp=1&sender_device=pc,Foto,7-Oct-2024,0:00:00,236,1,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,1
1091,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/video/7358324955089620230?is_from_webapp=1&sender_device=pc,Video,16-Apr-2024,0:00:29,925,43,0,0,1,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
1098,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/video/7269676304176303366?is_from_webapp=1&sender_device=pc,Video,21-Aug-2023,0:00:57,890,16,1,0,1,Acara dan Kegiatan,Entertaining,Acara atau Kegiatan Perpustakaan,
1110,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/video/7140539312210316571?is_from_webapp=1&sender_device=pc,Video,7-Sep-2022,0:01:23,288,0,0,0,0,Acara dan Kegiatan,Informational,Acara atau Kegiatan Perpustakaan,
